labels,images
datasets\data\train\labels\201806271728_010.txt,datasets\data\train\images\201806271728_010.png
datasets\data\train\labels\201806301112_054.txt,datasets\data\train\images\201806301112_054.png
datasets\data\train\labels\201806281459_053.txt,datasets\data\train\images\201806281459_053.png
datasets\data\train\labels\201806260921_002.txt,datasets\data\train\images\201806260921_002.png
datasets\data\train\labels\201806291621_021.txt,datasets\data\train\images\201806291621_021.png
datasets\data\train\labels\201806260901_008.txt,datasets\data\train\images\201806260901_008.png
datasets\data\train\labels\201807011503_004.txt,datasets\data\train\images\201807011503_004.png
datasets\data\train\labels\201807071115_047.txt,datasets\data\train\images\201807071115_047.png
datasets\data\train\labels\201806260931_005.txt,datasets\data\train\images\201806260931_005.png
datasets\data\train\labels\201807021246_054.txt,datasets\data\train\images\201807021246_054.png
datasets\data\train\labels\201807011603_012.txt,datasets\data\train\images\201807011603_012.png
datasets\data\train\labels\201807061520_012.txt,datasets\data\train\images\201807061520_012.png
datasets\data\train\labels\201807011603_007.txt,datasets\data\train\images\201807011603_007.png
datasets\data\train\labels\201806301308_004.txt,datasets\data\train\images\201806301308_004.png
datasets\data\train\labels\201807081415_029.txt,datasets\data\train\images\201807081415_029.png
datasets\data\train\labels\201806261534_067.txt,datasets\data\train\images\201806261534_067.png
datasets\data\train\labels\201806291551_043.txt,datasets\data\train\images\201806291551_043.png
datasets\data\train\labels\201807051201_019.txt,datasets\data\train\images\201807051201_019.png
datasets\data\train\labels\201807021417_007.txt,datasets\data\train\images\201807021417_007.png
datasets\data\train\labels\201807031052_028.txt,datasets\data\train\images\201807031052_028.png
datasets\data\train\labels\201807071547_034.txt,datasets\data\train\images\201807071547_034.png
datasets\data\train\labels\201806291621_041.txt,datasets\data\train\images\201806291621_041.png
datasets\data\train\labels\201806271527_044.txt,datasets\data\train\images\201806271527_044.png
datasets\data\train\labels\201807071547_032.txt,datasets\data\train\images\201807071547_032.png
datasets\data\train\labels\201807011303_031.txt,datasets\data\train\images\201807011303_031.png
datasets\data\train\labels\201806291521_069.txt,datasets\data\train\images\201806291521_069.png
datasets\data\train\labels\201806260831_017.txt,datasets\data\train\images\201806260831_017.png
datasets\data\train\labels\201807081315_045.txt,datasets\data\train\images\201807081315_045.png
datasets\data\train\labels\201807061650_002.txt,datasets\data\train\images\201807061650_002.png
datasets\data\train\labels\201807071517_029.txt,datasets\data\train\images\201807071517_029.png
datasets\data\train\labels\201807051301_046.txt,datasets\data\train\images\201807051301_046.png
datasets\data\train\labels\201807021015_013.txt,datasets\data\train\images\201807021015_013.png
datasets\data\train\labels\201807061350_002.txt,datasets\data\train\images\201807061350_002.png
datasets\data\train\labels\201806301042_003.txt,datasets\data\train\images\201806301042_003.png
datasets\data\train\labels\201806291551_002.txt,datasets\data\train\images\201806291551_002.png
datasets\data\train\labels\201807011733_006.txt,datasets\data\train\images\201807011733_006.png
datasets\data\train\labels\201807071347_016.txt,datasets\data\train\images\201807071347_016.png
datasets\data\train\labels\201807021347_002.txt,datasets\data\train\images\201807021347_002.png
datasets\data\train\labels\201806281629_036.txt,datasets\data\train\images\201806281629_036.png
datasets\data\train\labels\201807061320_019.txt,datasets\data\train\images\201807061320_019.png
datasets\data\train\labels\201807051013_001.txt,datasets\data\train\images\201807051013_001.png
datasets\data\train\labels\201807011232_050.txt,datasets\data\train\images\201807011232_050.png
datasets\data\train\labels\201807011703_052.txt,datasets\data\train\images\201807011703_052.png
datasets\data\train\labels\201806261334_001.txt,datasets\data\train\images\201806261334_001.png
datasets\data\train\labels\201806261434_001.txt,datasets\data\train\images\201806261434_001.png
datasets\data\train\labels\201806281559_043.txt,datasets\data\train\images\201806281559_043.png
datasets\data\train\labels\201806281529_007.txt,datasets\data\train\images\201806281529_007.png
datasets\data\train\labels\201807021246_050.txt,datasets\data\train\images\201807021246_050.png
datasets\data\train\labels\201807071447_057.txt,datasets\data\train\images\201807071447_057.png
datasets\data\train\labels\201807050943_019.txt,datasets\data\train\images\201807050943_019.png
datasets\data\train\labels\201806260821_001.txt,datasets\data\train\images\201806260821_001.png
datasets\data\train\labels\201806281022_012.txt,datasets\data\train\images\201806281022_012.png
datasets\data\train\labels\201807011533_047.txt,datasets\data\train\images\201807011533_047.png
datasets\data\train\labels\201807041618_074.txt,datasets\data\train\images\201807041618_074.png
datasets\data\train\labels\201807021246_016.txt,datasets\data\train\images\201807021246_016.png
datasets\data\train\labels\201807011102_052.txt,datasets\data\train\images\201807011102_052.png
datasets\data\train\labels\201807011002_003.txt,datasets\data\train\images\201807011002_003.png
datasets\data\train\labels\201807041548_014.txt,datasets\data\train\images\201807041548_014.png
datasets\data\train\labels\201806281143_009.txt,datasets\data\train\images\201806281143_009.png
datasets\data\train\labels\201807021417_031.txt,datasets\data\train\images\201807021417_031.png
datasets\data\train\labels\201807081244_026.txt,datasets\data\train\images\201807081244_026.png
datasets\data\train\labels\201806301012_010.txt,datasets\data\train\images\201806301012_010.png
datasets\data\train\labels\201807011603_036.txt,datasets\data\train\images\201807011603_036.png
datasets\data\train\labels\201807011002_021.txt,datasets\data\train\images\201807011002_021.png
datasets\data\train\labels\201807041718_003.txt,datasets\data\train\images\201807041718_003.png
datasets\data\train\labels\201806291320_038.txt,datasets\data\train\images\201806291320_038.png
datasets\data\train\labels\201806271056_047.txt,datasets\data\train\images\201806271056_047.png
datasets\data\train\labels\201806301138_022.txt,datasets\data\train\images\201806301138_022.png
datasets\data\train\labels\201807011102_066.txt,datasets\data\train\images\201807011102_066.png
datasets\data\train\labels\201806301609_040.txt,datasets\data\train\images\201806301609_040.png
datasets\data\train\labels\201807011533_037.txt,datasets\data\train\images\201807011533_037.png
datasets\data\train\labels\201806271056_034.txt,datasets\data\train\images\201806271056_034.png
datasets\data\train\labels\201807011533_058.txt,datasets\data\train\images\201807011533_058.png
datasets\data\train\labels\201806301308_025.txt,datasets\data\train\images\201806301308_025.png
datasets\data\train\labels\201807061320_029.txt,datasets\data\train\images\201807061320_029.png
datasets\data\train\labels\201807081445_033.txt,datasets\data\train\images\201807081445_033.png
datasets\data\train\labels\201807071316_009.txt,datasets\data\train\images\201807071316_009.png
datasets\data\train\labels\201807011433_009.txt,datasets\data\train\images\201807011433_009.png
datasets\data\train\labels\201806281032_005.txt,datasets\data\train\images\201806281032_005.png
datasets\data\train\labels\201807021316_022.txt,datasets\data\train\images\201807021316_022.png
datasets\data\train\labels\201807041418_049.txt,datasets\data\train\images\201807041418_049.png
datasets\data\train\labels\201806260811_013.txt,datasets\data\train\images\201806260811_013.png
datasets\data\train\labels\201807011603_020.txt,datasets\data\train\images\201807011603_020.png
datasets\data\train\labels\201807041314_049.txt,datasets\data\train\images\201807041314_049.png
datasets\data\train\labels\201806261534_041.txt,datasets\data\train\images\201806261534_041.png
datasets\data\train\labels\201807011403_015.txt,datasets\data\train\images\201807011403_015.png
datasets\data\train\labels\201807041548_030.txt,datasets\data\train\images\201807041548_030.png
datasets\data\train\labels\201807081615_028.txt,datasets\data\train\images\201807081615_028.png
datasets\data\train\labels\201806271427_047.txt,datasets\data\train\images\201806271427_047.png
datasets\data\train\labels\201807021417_050.txt,datasets\data\train\images\201807021417_050.png
datasets\data\train\labels\201806301709_061.txt,datasets\data\train\images\201806301709_061.png
datasets\data\train\labels\201807071115_052.txt,datasets\data\train\images\201807071115_052.png
datasets\data\train\labels\201807071447_008.txt,datasets\data\train\images\201807071447_008.png
datasets\data\train\labels\201806301012_052.txt,datasets\data\train\images\201806301012_052.png
datasets\data\train\labels\201806271126_016.txt,datasets\data\train\images\201806271126_016.png
datasets\data\train\labels\201806301439_046.txt,datasets\data\train\images\201806301439_046.png
datasets\data\train\labels\201807081515_071.txt,datasets\data\train\images\201807081515_071.png
datasets\data\train\labels\201807081615_052.txt,datasets\data\train\images\201807081615_052.png
datasets\data\train\labels\201806271357_055.txt,datasets\data\train\images\201806271357_055.png
datasets\data\train\labels\201807081214_000.txt,datasets\data\train\images\201807081214_000.png
datasets\data\train\labels\201807051710_043.txt,datasets\data\train\images\201807051710_043.png
datasets\data\train\labels\201806291621_001.txt,datasets\data\train\images\201806291621_001.png
datasets\data\train\labels\201807071115_030.txt,datasets\data\train\images\201807071115_030.png
datasets\data\train\labels\201807081315_058.txt,datasets\data\train\images\201807081315_058.png
datasets\data\train\labels\201806271157_001.txt,datasets\data\train\images\201806271157_001.png
datasets\data\train\labels\201807041648_049.txt,datasets\data\train\images\201807041648_049.png
datasets\data\train\labels\201806261534_069.txt,datasets\data\train\images\201806261534_069.png
datasets\data\train\labels\201807011002_000.txt,datasets\data\train\images\201807011002_000.png
datasets\data\train\labels\201806281133_000.txt,datasets\data\train\images\201806281133_000.png
datasets\data\train\labels\201806271457_021.txt,datasets\data\train\images\201806271457_021.png
datasets\data\train\labels\201807061320_071.txt,datasets\data\train\images\201807061320_071.png
datasets\data\train\labels\201806261704_035.txt,datasets\data\train\images\201806261704_035.png
datasets\data\train\labels\201807011102_074.txt,datasets\data\train\images\201807011102_074.png
datasets\data\train\labels\201806261704_059.txt,datasets\data\train\images\201806261704_059.png
datasets\data\train\labels\201806301208_016.txt,datasets\data\train\images\201806301208_016.png
datasets\data\train\labels\201806301338_044.txt,datasets\data\train\images\201806301338_044.png
datasets\data\train\labels\201807081545_012.txt,datasets\data\train\images\201807081545_012.png
datasets\data\train\labels\201807071547_048.txt,datasets\data\train\images\201807071547_048.png
datasets\data\train\labels\201807040951_008.txt,datasets\data\train\images\201807040951_008.png
datasets\data\train\labels\201806281012_009.txt,datasets\data\train\images\201806281012_009.png
